Time,Pressure_setpoint,Measured_pressure,Marker1_x,Marker1_y,Marker1_z,Marker2_x,Marker2_y,Marker2_z,Marker3_x,Marker3_y,Marker3_z,Marker4_x,Marker4_y,Marker4_z,Marker5_x,Marker5_y,Marker5_z,Marker6_x,Marker6_y,Marker6_z,Marker7_x,Marker7_y,Marker7_z,Marker8_x,Marker8_y,Marker8_z,Marker9_x,Marker9_y,Marker9_z,Marker10_x,Marker10_y,Marker10_z,Marker11_x,Marker11_y,Marker11_z,Marker12_x,Marker12_y,Marker12_z,Marker13_x,Marker13_y,Marker13_z,Marker14_x,Marker14_y,Marker14_z,Marker15_x,Marker15_y,Marker15_z,Marker16_x,Marker16_y,Marker16_z,Marker17_x,Marker17_y,Marker17_z,Marker18_x,Marker18_y,Marker18_z,Marker19_x,Marker19_y,Marker19_z,Marker20_x,Marker20_y,Marker20_z,Marker21_x,Marker21_y,Marker21_z,Spine1_x,Spine1_y,Spine1_z,Spine2_x,Spine2_y,Spine2_z,Spine3_x,Spine3_y,Spine3_z,Spine4_x,Spine4_y,Spine4_z,Spine5_x,Spine5_y,Spine5_z,Spine6_x,Spine6_y,Spine6_z,Spine7_x,Spine7_y,Spine7_z,Spine2D1_x,Spine2D1_y,Spine2D2_x,Spine2D2_y,Spine2D3_x,Spine2D3_y,Spine2D4_x,Spine2D4_y,Spine2D5_x,Spine2D5_y,Spine2D6_x,Spine2D6_y,Spine2D7_x,Spine2D7_y
0,0,1.7,330.558978886039,514.167602261132,186.133581430328,329.792672661322,513.251247982258,163.564219681629,330.321176044498,512.690598744459,144.762831878966,330.500588676677,512.382751524529,125.139780289566,329.35452602283,510.731338729441,103.392074972306,330.484485076636,511.033864707265,82.9409307754405,330.920229739429,511.878057819441,64.4286795852494,311.56276319486,476.740068465262,184.477903604318,311.701447687649,478.408924398463,163.240766614331,312.494641007053,479.970663053851,146.183425525438,314.038368365024,480.218054259228,124.517773493118,314.989096599015,481.320670445527,101.924951889349,315.804732212327,483.768895197824,84.7983819712947,317.255510122536,485.670095150545,65.9768248271031,351.069385449241,478.897026223703,184.905609470263,349.396550787414,480.649032957494,163.886525604764,347.680733419914,481.31994094495,145.91210709344,347.100216894518,481.686334815326,125.053170801317,345.454044384146,483.840280808509,103.679309370186,344.95858232186,485.948119926946,83.7519179536143,344.621765187,486.604113079676,65.6621562377901,331.063709176713,489.934898983366,185.172364834969,330.296890378795,490.769735112738,163.563837300241,330.165516823822,491.327067581087,145.619454832615,330.546391312073,491.429046866361,124.903574861334,329.932555668664,491.964096661159,102.998778743947,330.415933203607,493.583626610679,83.8304102334498,330.932501682989,494.717422016554,65.3558868833809,0,0,-1.11780382703778,-21.608047911762,-1.56362306809182,-39.5515745399924,-1.32554460406322,-60.2666931792983,-2.13855961722455,-82.1713308043095,-2.75108136283733,-101.336098806023,-3.03924192287524,-119.807842081023
0.01,0,1.3,330.566972941577,514.074064012237,186.137843930082,329.822621866933,513.180182934567,163.574467113485,330.359806843222,512.657596147282,144.792520041598,330.533381466885,512.400986775796,125.146819265897,329.377981210898,510.808760181235,103.377887883687,330.482302117087,511.165526303471,82.9724919947991,330.886703701243,512.03871925821,64.4775281996661,311.583378761695,476.637023835302,184.416338966076,311.717035062806,478.363507340988,163.183465961495,312.506804002525,479.947608725173,146.122615993327,314.043567545786,480.282317830781,124.458936998081,314.968779084347,481.42344773778,101.891988393233,315.782409972174,483.906690277597,84.7542648579971,317.214256547784,485.850968511827,65.9341589787304,351.086638867691,478.793911654913,184.867131176269,349.431819142819,480.609719810865,163.828602874694,347.704713714843,481.301301990434,145.861930328832,347.109753627183,481.705603880436,125.007654606222,345.454049320701,483.945675690075,103.582230314751,344.951811613685,486.088839523742,83.7105661575477,344.603017502996,486.802340273961,65.5902992479019,331.078996856988,489.834999834151,185.140438024142,330.323825357519,490.71780336214,163.528845316558,330.190441520197,491.302168954296,145.592355454586,330.562234213285,491.462969495671,124.871136956733,329.933603205315,492.059294536363,102.950702197224,330.405507900982,493.720352034937,83.8124410034479,330.901325917341,494.897342681333,65.3339954754328,0,0,-1.13805290075577,-21.6110115743873,-1.602052908408,-39.5466002803753,-1.40725027427306,-60.266965300452,-2.26955795766054,-82.1871529353596,-2.91662769571885,-101.321755656789,-3.24768403156302,-119.797372931863
0.02,0,1.4,330.566972941577,514.074064012237,186.137843930082,329.822621866933,513.180182934567,163.574467113485,330.359806843222,512.657596147282,144.792520041598,330.533381466885,512.400986775796,125.146819265897,329.377981210898,510.808760181235,103.377887883687,330.482302117087,511.165526303471,82.9724919947991,330.886703701243,512.03871925821,64.4775281996661,311.583378761695,476.637023835302,184.416338966076,311.717035062806,478.363507340988,163.183465961495,312.506804002525,479.947608725173,146.122615993327,314.043567545786,480.282317830781,124.458936998081,314.968779084347,481.42344773778,101.891988393233,315.782409972174,483.906690277597,84.7542648579971,317.214256547784,485.850968511827,65.9341589787304,351.086638867691,478.793911654913,184.867131176269,349.431819142819,480.609719810865,163.828602874694,347.704713714843,481.301301990434,145.861930328832,347.109753627183,481.705603880436,125.007654606222,345.454049320701,483.945675690075,103.582230314751,344.951811613685,486.088839523742,83.7105661575477,344.603017502996,486.802340273961,65.5902992479019,331.078996856988,489.834999834151,185.140438024142,330.323825357519,490.71780336214,163.528845316558,330.190441520197,491.302168954296,145.592355454586,330.562234213285,491.462969495671,124.871136956733,329.933603205315,492.059294536363,102.950702197224,330.405507900982,493.720352034937,83.8124410034479,330.901325917341,494.897342681333,65.3339954754328,0,0,-1.13805290075577,-21.6110115743873,-1.602052908408,-39.5466002803753,-1.40725027427306,-60.266965300452,-2.26955795766054,-82.1871529353596,-2.91662769571885,-101.321755656789,-3.24768403156302,-119.797372931863
0.03,0,1.2,330.566972941577,514.074064012237,186.137843930082,329.822621866933,513.180182934567,163.574467113485,330.359806843222,512.657596147282,144.792520041598,330.533381466885,512.400986775796,125.146819265897,329.377981210898,510.808760181235,103.377887883687,330.482302117087,511.165526303471,82.9724919947991,330.886703701243,512.03871925821,64.4775281996661,311.583378761695,476.637023835302,184.416338966076,311.717035062806,478.363507340988,163.183465961495,312.506804002525,479.947608725173,146.122615993327,314.043567545786,480.282317830781,124.458936998081,314.968779084347,481.42344773778,101.891988393233,315.782409972174,483.906690277597,84.7542648579971,317.214256547784,485.850968511827,65.9341589787304,351.086638867691,478.793911654913,184.867131176269,349.431819142819,480.609719810865,163.828602874694,347.704713714843,481.301301990434,145.861930328832,347.109753627183,481.705603880436,125.007654606222,345.454049320701,483.945675690075,103.582230314751,344.951811613685,486.088839523742,83.7105661575477,344.603017502996,486.802340273961,65.5902992479019,331.078996856988,489.834999834151,185.140438024142,330.323825357519,490.71780336214,163.528845316558,330.190441520197,491.302168954296,145.592355454586,330.562234213285,491.462969495671,124.871136956733,329.933603205315,492.059294536363,102.950702197224,330.405507900982,493.720352034937,83.8124410034479,330.901325917341,494.897342681333,65.3339954754328,0,0,-1.13805290075577,-21.6110115743873,-1.602052908408,-39.5466002803753,-1.40725027427306,-60.266965300452,-2.26955795766054,-82.1871529353596,-2.91662769571885,-101.321755656789,-3.24768403156302,-119.797372931863
0.04,0,1.4,330.541902780874,514.138501160063,186.131508994923,329.79295083358,513.22581543865,163.565473547497,330.331612384653,512.659245737245,144.762404593385,330.499752812965,512.376224629448,125.127147354487,329.369792724177,510.712300655486,103.376270730705,330.474794408586,510.99007835872,82.933165254765,331.131653008515,511.850216936181,64.3673282817696,311.564482990386,476.707789073998,184.456900551685,311.699189774764,478.403580975826,163.226799207082,312.4838576699,479.952002943831,146.173392259151,314.020786550633,480.20882061151,124.500690272517,314.963702511945,481.302053279838,101.931343182712,315.789507587279,483.738026541351,84.7958158132476,317.225895298569,485.626994364436,65.9879297361732,351.070236753906,478.879342494617,184.880218599962,349.39392861287,480.631256279423,163.845381425195,347.685698967171,481.32047009432,145.887269145025,347.086621824341,481.678013967661,125.044633275552,345.482192966712,483.908363083915,103.676457088723,344.941202819063,485.915477222708,83.7547591387276,344.603419747927,486.553307449053,65.6546441907967,331.058874175055,489.908544242893,185.15620938219,330.295356407071,490.753550897966,163.545884726592,330.167056340575,491.310572925132,145.607688665854,330.53572039598,491.421019736206,124.890823634186,329.938562734278,491.974239006413,102.994690334047,330.401834938309,493.547860707593,83.8279134022467,330.98698935167,494.676839583223,65.3366340695798,0,0,-1.12144085680568,-21.6098223557329,-1.56464321290882,-39.547158891527,-1.34140175160163,-60.2632644163523,-2.15240353459942,-82.1591838213111,-2.75261726354802,-101.322469791856,-2.98367699198556,-119.810882653987
0.05,0,1.2,330.541902780874,514.138501160063,186.131508994923,329.79295083358,513.22581543865,163.565473547497,330.331612384653,512.659245737245,144.762404593385,330.499752812965,512.376224629448,125.127147354487,329.369792724177,510.712300655486,103.376270730705,330.474794408586,510.99007835872,82.933165254765,331.131653008515,511.850216936181,64.3673282817696,311.564482990386,476.707789073998,184.456900551685,311.699189774764,478.403580975826,163.226799207082,312.4838576699,479.952002943831,146.173392259151,314.020786550633,480.20882061151,124.500690272517,314.963702511945,481.302053279838,101.931343182712,315.789507587279,483.738026541351,84.7958158132476,317.225895298569,485.626994364436,65.9879297361732,351.070236753906,478.879342494617,184.880218599962,349.39392861287,480.631256279423,163.845381425195,347.685698967171,481.32047009432,145.887269145025,347.086621824341,481.678013967661,125.044633275552,345.482192966712,483.908363083915,103.676457088723,344.941202819063,485.915477222708,83.7547591387276,344.603419747927,486.553307449053,65.6546441907967,331.058874175055,489.908544242893,185.15620938219,330.295356407071,490.753550897966,163.545884726592,330.167056340575,491.310572925132,145.607688665854,330.53572039598,491.421019736206,124.890823634186,329.938562734278,491.974239006413,102.994690334047,330.401834938309,493.547860707593,83.8279134022467,330.98698935167,494.676839583223,65.3366340695798,0,0,-1.12144085680568,-21.6098223557329,-1.56464321290882,-39.547158891527,-1.34140175160163,-60.2632644163523,-2.15240353459942,-82.1591838213111,-2.75261726354802,-101.322469791856,-2.98367699198556,-119.810882653987
0.0600000000000001,0,1,330.541902780874,514.138501160063,186.131508994923,329.79295083358,513.22581543865,163.565473547497,330.331612384653,512.659245737245,144.762404593385,330.499752812965,512.376224629448,125.127147354487,329.369792724177,510.712300655486,103.376270730705,330.474794408586,510.99007835872,82.933165254765,331.131653008515,511.850216936181,64.3673282817696,311.564482990386,476.707789073998,184.456900551685,311.699189774764,478.403580975826,163.226799207082,312.4838576699,479.952002943831,146.173392259151,314.020786550633,480.20882061151,124.500690272517,314.963702511945,481.302053279838,101.931343182712,315.789507587279,483.738026541351,84.7958158132476,317.225895298569,485.626994364436,65.9879297361732,351.070236753906,478.879342494617,184.880218599962,349.39392861287,480.631256279423,163.845381425195,347.685698967171,481.32047009432,145.887269145025,347.086621824341,481.678013967661,125.044633275552,345.482192966712,483.908363083915,103.676457088723,344.941202819063,485.915477222708,83.7547591387276,344.603419747927,486.553307449053,65.6546441907967,331.058874175055,489.908544242893,185.15620938219,330.295356407071,490.753550897966,163.545884726592,330.167056340575,491.310572925132,145.607688665854,330.53572039598,491.421019736206,124.890823634186,329.938562734278,491.974239006413,102.994690334047,330.401834938309,493.547860707593,83.8279134022467,330.98698935167,494.676839583223,65.3366340695798,0,0,-1.12144085680568,-21.6098223557329,-1.56464321290882,-39.547158891527,-1.34140175160163,-60.2632644163523,-2.15240353459942,-82.1591838213111,-2.75261726354802,-101.322469791856,-2.98367699198556,-119.810882653987
0.0700000000000001,0,1.1,330.541902780874,514.138501160063,186.131508994923,329.79295083358,513.22581543865,163.565473547497,330.331612384653,512.659245737245,144.762404593385,330.499752812965,512.376224629448,125.127147354487,329.369792724177,510.712300655486,103.376270730705,330.474794408586,510.99007835872,82.933165254765,331.131653008515,511.850216936181,64.3673282817696,311.564482990386,476.707789073998,184.456900551685,311.699189774764,478.403580975826,163.226799207082,312.4838576699,479.952002943831,146.173392259151,314.020786550633,480.20882061151,124.500690272517,314.963702511945,481.302053279838,101.931343182712,315.789507587279,483.738026541351,84.7958158132476,317.225895298569,485.626994364436,65.9879297361732,351.070236753906,478.879342494617,184.880218599962,349.39392861287,480.631256279423,163.845381425195,347.685698967171,481.32047009432,145.887269145025,347.086621824341,481.678013967661,125.044633275552,345.482192966712,483.908363083915,103.676457088723,344.941202819063,485.915477222708,83.7547591387276,344.603419747927,486.553307449053,65.6546441907967,331.058874175055,489.908544242893,185.15620938219,330.295356407071,490.753550897966,163.545884726592,330.167056340575,491.310572925132,145.607688665854,330.53572039598,491.421019736206,124.890823634186,329.938562734278,491.974239006413,102.994690334047,330.401834938309,493.547860707593,83.8279134022467,330.98698935167,494.676839583223,65.3366340695798,0,0,-1.12144085680568,-21.6098223557329,-1.56464321290882,-39.547158891527,-1.34140175160163,-60.2632644163523,-2.15240353459942,-82.1591838213111,-2.75261726354802,-101.322469791856,-2.98367699198556,-119.810882653987
0.0800000000000001,0,1.1,330.566434609345,514.07508862896,186.141339440665,329.797951442975,513.171088510405,163.597366442341,330.322134827956,512.641305336042,144.805017523854,330.505055534731,512.392245809892,125.166215755373,329.341040293042,510.796054502598,103.426619961371,330.468580922254,511.151414115646,82.9943472415649,330.886872734253,512.047551309569,64.5038765120892,311.568787035642,476.644086954566,184.453510911722,311.694634978658,478.345664595649,163.209978443251,312.475925960553,479.934868897379,146.15212358067,314.011138858166,480.251944458392,124.484761827467,314.956217182081,481.402920030869,101.907638817753,315.780727254201,483.884648346605,84.780532843017,317.21314100773,485.845822629462,65.9552429706736,351.068776286261,478.794877113875,184.873983636465,349.404533925218,480.590232640611,163.836295033317,347.673565571328,481.291394290683,145.891127223901,347.091073414311,481.709811193265,125.040603607583,345.326147525638,484.882525405787,103.468453777118,344.932890826948,486.066998672032,83.7245744111284,344.593280347085,486.793561216785,65.6494799637648,331.067999310416,489.8380175658,185.156277996284,330.299040115617,490.702328582222,163.54787997297,330.157208786612,491.289189508035,145.616089442808,330.535755935736,491.451333820516,124.897193730141,329.874468333587,492.360499979752,102.934237518747,330.394066334468,493.701020378095,83.8331514985701,330.897764696356,494.895645051939,65.3695331488425,0,0,-1.1375861413517,-21.6078688977702,-1.60978662773856,-39.5387655339404,-1.41047662263945,-60.2567960343241,-2.49059627770193,-82.2189933539275,-2.90325946976514,-101.316925542663,-3.23891908300401,-119.777673381773
0.0900000000000001,0,1,330.566434609345,514.07508862896,186.141339440665,329.797951442975,513.171088510405,163.597366442341,330.322134827956,512.641305336042,144.805017523854,330.505055534731,512.392245809892,125.166215755373,329.341040293042,510.796054502598,103.426619961371,330.468580922254,511.151414115646,82.9943472415649,330.886872734253,512.047551309569,64.5038765120892,311.568787035642,476.644086954566,184.453510911722,311.694634978658,478.345664595649,163.209978443251,312.475925960553,479.934868897379,146.15212358067,314.011138858166,480.251944458392,124.484761827467,314.956217182081,481.402920030869,101.907638817753,315.780727254201,483.884648346605,84.780532843017,317.21314100773,485.845822629462,65.9552429706736,351.068776286261,478.794877113875,184.873983636465,349.404533925218,480.590232640611,163.836295033317,347.673565571328,481.291394290683,145.891127223901,347.091073414311,481.709811193265,125.040603607583,345.326147525638,484.882525405787,103.468453777118,344.932890826948,486.066998672032,83.7245744111284,344.593280347085,486.793561216785,65.6494799637648,331.067999310416,489.8380175658,185.156277996284,330.299040115617,490.702328582222,163.54787997297,330.157208786612,491.289189508035,145.616089442808,330.535755935736,491.451333820516,124.897193730141,329.874468333587,492.360499979752,102.934237518747,330.394066334468,493.701020378095,83.8331514985701,330.897764696356,494.895645051939,65.3695331488425,0,0,-1.1375861413517,-21.6078688977702,-1.60978662773856,-39.5387655339404,-1.41047662263945,-60.2567960343241,-2.49059627770193,-82.2189933539275,-2.90325946976514,-101.316925542663,-3.23891908300401,-119.777673381773
